student_name,"skills",years_of_experience,cgpa,projects,label
Aarav Yadav,"VLSI Design, MATLAB, IoT",0.2,5.38,Smart Home Automation,0
Sai Kumar,"Verilog, C Programming, Signal Processing",0.8,6,AI Based Fault Detection,0
Aarav Singh,"C Programming, MATLAB, Signal Processing",0.8,6.89,Smart Home Automation,0
Vikram Kumar,"MATLAB, C Programming, IoT",1.9,5.93,FPGA Based Design,0
Krishna Singh,"Verilog, IoT, VLSI Design",0.4,5.48,AI Based Fault Detection,0
Aditya Iyer,"VLSI Design, MATLAB, IoT",0.2,5.89,Image Processing System,0
Aarav Sharma,"IoT, VLSI Design, PCB Design",1.8,6.29,Robotics Arm,0
Rohan Verma,"PCB Design, Signal Processing, VLSI Design",0.6,6.75,Robotics Arm,0
Rohan Sharma,"PCB Design, VLSI Design, C Programming",1.3,7.37,Wireless Communication Model,0
Arjun Reddy,"IoT, VLSI Design, Signal Processing",1.2,5.75,Smart Home Automation,0
Arjun Sharma,"MATLAB, Verilog, VLSI Design",0.6,5.1,FPGA Based Design,0
Aditya Verma,"VLSI Design, C Programming, IoT",1.8,6.82,IoT Weather Station,0
Vikram Verma,"C Programming, Signal Processing, IoT",1.3,5.17,Signal Analyzer,0
Krishna Reddy,"VLSI Design, IoT, C Programming",0.9,6.8,Smart Home Automation,0
Vihaan Gupta,"Verilog, C Programming, Signal Processing",1.5,5.52,FPGA Based Design,0
Kiran Naidu,"Verilog, PCB Design, MATLAB",1.4,5.58,Smart Home Automation,0
Kiran Kumar,"VLSI Design, IoT, MATLAB",0.8,6.15,Smart Home Automation,0
Vihaan Yadav,"MATLAB, IoT, Signal Processing",1.1,5.36,Wireless Communication Model,0
Arjun Patel,"VLSI Design, PCB Design, C Programming",0.1,6.3,Image Processing System,0
Aarav Kumar,"PCB Design, MATLAB, C Programming",0.2,5.43,Wireless Communication Model,0
Aarav Verma,"Signal Processing, IoT, MATLAB",0.8,7.06,Robotics Arm,0
Vihaan Naidu,"Verilog, C Programming, MATLAB",0.6,6.26,IoT Weather Station,0
Aarav Sharma,"C Programming, VLSI Design, PCB Design",0.8,6.55,Wireless Communication Model,0
Vikram Patel,"IoT, Verilog, VLSI Design",2,5.77,AI Based Fault Detection,0
Arjun Iyer,"PCB Design, VLSI Design, MATLAB",1.1,5.24,IoT Weather Station,0
Aditya Iyer,"Verilog, IoT, Signal Processing",0.2,6.62,Signal Analyzer,0
Krishna Verma,"VLSI Design, PCB Design, Signal Processing",0.1,5.95,Image Processing System,0
Krishna Gupta,"Verilog, VLSI Design, IoT",0.1,6.88,Smart Home Automation,0
Arjun Verma,"Verilog, MATLAB, IoT",0.6,5.6,Wireless Communication Model,0
Vihaan Sharma,"IoT, MATLAB, VLSI Design",1.1,6.63,Image Processing System,0
Aarav Singh,"MATLAB, Signal Processing, C Programming",1.7,6.22,AI Based Fault Detection,0
Vikram Gupta,"MATLAB, VLSI Design, IoT",1.4,6.92,AI Based Fault Detection,0
Rahul Iyer,"VLSI Design, IoT, PCB Design",2,7.25,AI Based Fault Detection,0
Sai Verma,"C Programming, VLSI Design, PCB Design",0,5.7,IoT Weather Station,0
Kiran Kumar,"C Programming, Signal Processing, VLSI Design",1,6.17,Image Processing System,0
Sai Naidu,"PCB Design, MATLAB, IoT",1.4,6.59,FPGA Based Design,0
Sai Patel,"PCB Design, MATLAB, Signal Processing",0.4,6.69,AI Based Fault Detection,0
Aarav Gupta,"Signal Processing, MATLAB, PCB Design",1.2,6.2,Wireless Communication Model,0
Vihaan Gupta,"C Programming, PCB Design, Signal Processing",2,6.21,AI Based Fault Detection,0
Vikram Gupta,"IoT, PCB Design, C Programming",1.2,5.31,Smart Home Automation,0
Arjun Sharma,"IoT, Verilog, C Programming",0.4,6.27,Image Processing System,0
Vikram Sharma,"VLSI Design, Verilog, Signal Processing",1.7,5.72,Wireless Communication Model,0
Aditya Singh,"Verilog, PCB Design, Signal Processing",1.1,6.34,AI Based Fault Detection,0
Aarav Reddy,"Signal Processing, IoT, MATLAB",0.7,5.71,Image Processing System,0
Kiran Kumar,"Signal Processing, IoT, C Programming",1.1,5.89,Smart Home Automation,0
Krishna Kumar,"Verilog, PCB Design, VLSI Design",1.2,5.01,Smart Home Automation,0
Vihaan Gupta,"VLSI Design, C Programming, IoT",1.5,5.98,FPGA Based Design,0
Vikram Reddy,"PCB Design, VLSI Design, Verilog",0.1,6.7,Robotics Arm,0
Krishna Gupta,"IoT, Verilog, C Programming",0.9,5.53,Wireless Communication Model,0
Arjun Iyer,"PCB Design, MATLAB, Signal Processing",0.5,6.25,Robotics Arm,0
Krishna Verma,"Verilog, Signal Processing, MATLAB",0.7,6.18,IoT Weather Station,0
Arjun Kumar,"PCB Design, VLSI Design, Verilog",1.9,6.08,Robotics Arm,0
Rohan Naidu,"Verilog, VLSI Design, MATLAB",0,6.6,Signal Analyzer,0
Sai Reddy,"C Programming, MATLAB, Verilog",0.7,5.01,FPGA Based Design,0
Arjun Iyer,"Verilog, MATLAB, PCB Design",0.2,5.57,Signal Analyzer,0
Kiran Kumar,"PCB Design, IoT, MATLAB",0.3,6.55,Wireless Communication Model,0
Rohan Patel,"MATLAB, Signal Processing, IoT",0.9,5.71,IoT Weather Station,0
Rahul Singh,"Signal Processing, C Programming, IoT",0.9,6.57,AI Based Fault Detection,0
Vihaan Patel,"Signal Processing, Verilog, IoT",0.6,6.3,FPGA Based Design,0
Sai Verma,"Verilog, MATLAB, PCB Design",0.1,5.58,Smart Home Automation,0
Rahul Verma,"IoT, C Programming, VLSI Design",1.9,5.68,IoT Weather Station,0
Rohan Kumar,"MATLAB, Signal Processing, C Programming",0.2,5.04,Signal Analyzer,0
Vikram Reddy,"PCB Design, MATLAB, Signal Processing",0.1,5.49,Wireless Communication Model,0
Kiran Naidu,"PCB Design, Verilog, Signal Processing",0.8,6.03,Image Processing System,0
Kiran Sharma,"PCB Design, IoT, VLSI Design",0.1,6.39,Robotics Arm,0
Arjun Verma,"PCB Design, C Programming, Verilog",1,7.25,Smart Home Automation,0
Rahul Patel,"Signal Processing, VLSI Design, PCB Design",1.4,6.3,Robotics Arm,0
Aarav Reddy,"PCB Design, VLSI Design, C Programming",1.2,5.01,Smart Home Automation,0
Kiran Iyer,"C Programming, PCB Design, Signal Processing",0.5,5.39,Robotics Arm,0
Rohan Singh,"MATLAB, VLSI Design, C Programming",0.8,5.63,Image Processing System,0
Krishna Sharma,"Verilog, PCB Design, IoT",1.5,5.26,Wireless Communication Model,0
Rahul Verma,"Signal Processing, VLSI Design, C Programming",1.8,6.5,IoT Weather Station,0
Arjun Patel,"C Programming, MATLAB, Signal Processing",1.7,6.76,Image Processing System,0
Aarav Yadav,"Signal Processing, IoT, VLSI Design",1.4,6.87,Image Processing System,0
Krishna Reddy,"Signal Processing, IoT, MATLAB",0.2,5.58,Signal Analyzer,0
Rahul Yadav,"Verilog, C Programming, PCB Design",1.7,5.67,IoT Weather Station,0
Kiran Reddy,"IoT, Verilog, Signal Processing",1.5,6.71,Robotics Arm,0
Rohan Gupta,"C Programming, Verilog, IoT",1.9,6.38,Signal Analyzer,0
Vihaan Reddy,"PCB Design, Signal Processing, Verilog",0.8,5.19,Signal Analyzer,0
Rahul Verma,"VLSI Design, Signal Processing, IoT",0.8,5.63,FPGA Based Design,0
Sai Kumar,"Signal Processing, MATLAB, VLSI Design",1.2,5.32,AI Based Fault Detection,0
Aditya Reddy,"C Programming, VLSI Design, MATLAB",0.7,6.85,IoT Weather Station,0
Kiran Verma,"MATLAB, C Programming, Signal Processing",0.1,5.14,Robotics Arm,0
Aarav Verma,"Signal Processing, MATLAB, VLSI Design",0.4,6.64,Image Processing System,0
Arjun Singh,"Verilog, PCB Design, Signal Processing",0.9,6.03,Signal Analyzer,0
Rohan Yadav,"Verilog, C Programming, Signal Processing",0.6,5.33,Wireless Communication Model,0
Krishna Iyer,"MATLAB, VLSI Design, IoT",0.6,5.61,Image Processing System,0
Rohan Iyer,"Verilog, MATLAB, C Programming",0.3,5.56,Signal Analyzer,0
Aarav Naidu,"IoT, Verilog, PCB Design",0.5,6.78,Signal Analyzer,0
Aditya Patel,"VLSI Design, IoT, Verilog",0.1,7.3,AI Based Fault Detection,0
Rahul Iyer,"VLSI Design, PCB Design, IoT",0.7,5.75,FPGA Based Design,0
Aditya Reddy,"Signal Processing, Verilog, VLSI Design",1.2,5.33,FPGA Based Design,0
Kiran Reddy,"VLSI Design, Signal Processing, IoT",1.7,5.79,AI Based Fault Detection,0
Vikram Yadav,"Embedded Systems, Python, Machine Learning, Verilog, VLSI Design",3.3,9.66,Image Processing System,1
Rahul Yadav,"Embedded Systems, Python, Machine Learning, MATLAB, PCB Design",2.9,9.35,Robotics Arm,1
Arjun Patel,"Embedded Systems, Python, Machine Learning, Verilog, VLSI Design",3.6,7.65,Signal Analyzer,1
Sai Kumar,"Embedded Systems, Python, Machine Learning, Signal Processing, VLSI Design",4.6,8.57,FPGA Based Design,1
Rahul Patel,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",4.4,9.97,Wireless Communication Model,1
Rahul Naidu,"Embedded Systems, Python, Machine Learning, C Programming, Verilog",1.8,9.13,Wireless Communication Model,1
Vihaan Patel,"Embedded Systems, Python, Machine Learning, Signal Processing, VLSI Design",3.3,7.67,Robotics Arm,1
Vikram Verma,"Embedded Systems, Python, Machine Learning, MATLAB, PCB Design",3.6,8.73,FPGA Based Design,1
Sai Naidu,"Embedded Systems, Python, Machine Learning, Signal Processing, MATLAB",2.4,9.07,IoT Weather Station,1
Sai Gupta,"Embedded Systems, Python, Machine Learning, C Programming, Verilog",2.5,8.78,Wireless Communication Model,1
Arjun Kumar,"Embedded Systems, Python, Machine Learning, IoT, C Programming",4.2,9.67,AI Based Fault Detection,1
Krishna Patel,"Embedded Systems, Python, Machine Learning, Signal Processing, VLSI Design",1.8,9.13,Signal Analyzer,1
Rohan Naidu,"Embedded Systems, Python, Machine Learning, IoT, Verilog",1.5,7.75,Wireless Communication Model,1
Arjun Reddy,"Embedded Systems, Python, Machine Learning, MATLAB, IoT",1.4,8.87,Signal Analyzer,1
Sai Patel,"Embedded Systems, Python, Machine Learning, Signal Processing, Verilog",1.9,9.36,Robotics Arm,1
Vikram Verma,"Embedded Systems, Python, Machine Learning, C Programming, IoT",3.6,9.7,Smart Home Automation,1
Arjun Gupta,"Embedded Systems, Python, Machine Learning, Verilog, IoT",2.7,8.76,FPGA Based Design,1
Aarav Sharma,"Embedded Systems, Python, Machine Learning, Verilog, VLSI Design",3.8,9.05,IoT Weather Station,1
Sai Reddy,"Embedded Systems, Python, Machine Learning, Signal Processing, IoT",3.9,9.43,AI Based Fault Detection,1
Rahul Yadav,"Embedded Systems, Python, Machine Learning, IoT, PCB Design",2.1,9.27,Smart Home Automation,1
Sai Naidu,"Embedded Systems, Python, Machine Learning, VLSI Design, MATLAB",3.7,9.71,AI Based Fault Detection,1
Aarav Verma,"Embedded Systems, Python, Machine Learning, Verilog, IoT",3.6,8.71,AI Based Fault Detection,1
Rahul Verma,"Embedded Systems, Python, Machine Learning, MATLAB, IoT",4.2,8.86,Smart Home Automation,1
Vihaan Patel,"Embedded Systems, Python, Machine Learning, Signal Processing, Verilog",4.3,9.27,FPGA Based Design,1
Aarav Singh,"Embedded Systems, Python, Machine Learning, PCB Design, MATLAB",1.8,7.82,AI Based Fault Detection,1
Vikram Gupta,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",4.7,7.98,FPGA Based Design,1
Kiran Iyer,"Embedded Systems, Python, Machine Learning, VLSI Design, Signal Processing",3.5,8.41,Robotics Arm,1
Krishna Kumar,"Embedded Systems, Python, Machine Learning, Signal Processing, Verilog",2.7,9.99,Wireless Communication Model,1
Rohan Singh,"Embedded Systems, Python, Machine Learning, Verilog, MATLAB",2.6,9.87,Robotics Arm,1
Rohan Patel,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",3.5,9.11,Image Processing System,1
Sai Kumar,"Embedded Systems, Python, Machine Learning, Signal Processing, PCB Design",3.2,8.43,AI Based Fault Detection,1
Aditya Verma,"Embedded Systems, Python, Machine Learning, IoT, Verilog",2.3,9.31,Smart Home Automation,1
Aarav Verma,"Embedded Systems, Python, Machine Learning, VLSI Design, Verilog",1.8,8.7,AI Based Fault Detection,1
Rahul Sharma,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",4.7,8.28,Wireless Communication Model,1
Arjun Verma,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",4.1,8.95,AI Based Fault Detection,1
Kiran Yadav,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",4.1,8.41,Signal Analyzer,1
Kiran Naidu,"Embedded Systems, Python, Machine Learning, PCB Design, C Programming",1.6,9.08,FPGA Based Design,1
Aditya Gupta,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",2.6,7.64,Image Processing System,1
Aarav Verma,"Embedded Systems, Python, Machine Learning, IoT, C Programming",3.7,8.24,IoT Weather Station,1
Sai Gupta,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",1.4,8.82,Smart Home Automation,1
Aarav Naidu,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",3.1,8.64,Signal Analyzer,1
Krishna Gupta,"Embedded Systems, Python, Machine Learning, Verilog, Signal Processing",3.7,8.34,Wireless Communication Model,1
Rohan Kumar,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",3.4,9.65,IoT Weather Station,1
Sai Kumar,"Embedded Systems, Python, Machine Learning, Verilog, C Programming",3.5,7.57,FPGA Based Design,1
Rohan Singh,"Embedded Systems, Python, Machine Learning, Verilog, C Programming",1.8,8.96,Wireless Communication Model,1
Aditya Yadav,"Embedded Systems, Python, Machine Learning, IoT, Verilog",3,7.69,Smart Home Automation,1
Rahul Yadav,"Embedded Systems, Python, Machine Learning, VLSI Design, Verilog",2.6,7.71,AI Based Fault Detection,1
Vihaan Verma,"Embedded Systems, Python, Machine Learning, PCB Design, C Programming",4.4,7.55,FPGA Based Design,1
Vihaan Iyer,"Embedded Systems, Python, Machine Learning, PCB Design, Signal Processing",3.4,9.68,Smart Home Automation,1
Rohan Sharma,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",2.2,9.42,FPGA Based Design,1
Sai Naidu,"Embedded Systems, Python, Machine Learning, VLSI Design, MATLAB",1.6,8.27,Wireless Communication Model,1
Aarav Singh,"Embedded Systems, Python, Machine Learning, C Programming, Verilog",2.6,8.87,IoT Weather Station,1
Aarav Sharma,"Embedded Systems, Python, Machine Learning, Verilog, C Programming",2,9.8,IoT Weather Station,1
Aarav Reddy,"Embedded Systems, Python, Machine Learning, IoT, Verilog",4.8,9.6,Wireless Communication Model,1
Kiran Reddy,"Embedded Systems, Python, Machine Learning, MATLAB, C Programming",1.8,7.75,FPGA Based Design,1
Vikram Reddy,"Embedded Systems, Python, Machine Learning, Verilog, IoT",3.8,9.28,Image Processing System,1
Vikram Sharma,"Embedded Systems, Python, Machine Learning, IoT, C Programming",4.2,7.68,IoT Weather Station,1
Krishna Sharma,"Embedded Systems, Python, Machine Learning, Signal Processing, Verilog",2.9,8.94,IoT Weather Station,1
Arjun Reddy,"Embedded Systems, Python, Machine Learning, VLSI Design, PCB Design",4.4,8.8,Wireless Communication Model,1
Kiran Yadav,"Embedded Systems, Python, Machine Learning, PCB Design, MATLAB",4.1,7.76,Wireless Communication Model,1
Krishna Patel,"Embedded Systems, Python, Machine Learning, IoT, Signal Processing",3.3,9.54,FPGA Based Design,1
Arjun Sharma,"Embedded Systems, Python, Machine Learning, MATLAB, Signal Processing",3.9,9.51,Signal Analyzer,1
Vikram Verma,"Embedded Systems, Python, Machine Learning, VLSI Design, Signal Processing",1.1,8.99,Smart Home Automation,1
Rahul Kumar,"Embedded Systems, Python, Machine Learning, VLSI Design, MATLAB",1.4,7.69,IoT Weather Station,1
Krishna Gupta,"Embedded Systems, Python, Machine Learning, Signal Processing, Verilog",3.1,7.71,Signal Analyzer,1
Kiran Gupta,"Embedded Systems, Python, Machine Learning, C Programming, Signal Processing",1.8,7.59,Wireless Communication Model,1
Arjun Reddy,"Embedded Systems, Python, Machine Learning, C Programming, IoT",3.3,7.75,IoT Weather Station,1
Sai Iyer,"Embedded Systems, Python, Machine Learning, PCB Design, MATLAB",4,8.06,Signal Analyzer,1
Sai Iyer,"Embedded Systems, Python, Machine Learning, Signal Processing, Verilog",2.7,7.61,FPGA Based Design,1
Rahul Naidu,"Embedded Systems, Python, Machine Learning, Signal Processing, VLSI Design",2.3,8.85,FPGA Based Design,1
Vihaan Yadav,"Embedded Systems, Python, Machine Learning, VLSI Design, Verilog",3.8,9.86,Signal Analyzer,1
Rahul Gupta,"Embedded Systems, Python, Machine Learning, PCB Design, Signal Processing",1.3,9.12,IoT Weather Station,1
Kiran Patel,"Embedded Systems, Python, Machine Learning, MATLAB, Signal Processing",4.8,9.8,AI Based Fault Detection,1
Krishna Verma,"Embedded Systems, Python, Machine Learning, C Programming, MATLAB",3.8,7.89,IoT Weather Station,1
Kiran Naidu,"Embedded Systems, Python, Machine Learning, IoT, PCB Design",2.6,8.79,Robotics Arm,1
Vihaan Sharma,"Embedded Systems, Python, Machine Learning, IoT, PCB Design",1.5,8.94,IoT Weather Station,1
Aarav Sharma,"Embedded Systems, Python, Machine Learning, PCB Design, IoT",4.7,8.05,IoT Weather Station,1
Krishna Reddy,"Embedded Systems, Python, Machine Learning, Signal Processing, IoT",1.2,8.34,Image Processing System,1
Aditya Sharma,"Embedded Systems, Python, Machine Learning, PCB Design, Signal Processing",4.6,9.47,IoT Weather Station,1
Rohan Yadav,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",2.7,7.71,Image Processing System,1
Krishna Kumar,"Embedded Systems, Python, Machine Learning, C Programming, IoT",3.9,8.69,Wireless Communication Model,1
Rohan Singh,"Embedded Systems, Python, Machine Learning, C Programming, IoT",4.5,8.16,Image Processing System,1
Sai Reddy,"Embedded Systems, Python, Machine Learning, MATLAB, Verilog",3.3,9.22,Signal Analyzer,1
Kiran Naidu,"Embedded Systems, Python, Machine Learning, IoT, C Programming",3.4,8.16,AI Based Fault Detection,1
Aarav Reddy,"Embedded Systems, Python, Machine Learning, Signal Processing, Verilog",1.1,7.72,Robotics Arm,1
Rohan Reddy,"Embedded Systems, Python, Machine Learning, IoT, Signal Processing",1.9,8.17,Image Processing System,1
Sai Singh,"Embedded Systems, Python, Machine Learning, VLSI Design, Verilog",4.9,8.37,Image Processing System,1
Vihaan Yadav,"Embedded Systems, Python, Machine Learning, IoT, C Programming",1.7,8.17,Wireless Communication Model,1
Vihaan Iyer,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",3.8,8.89,Robotics Arm,1
Aditya Singh,"Embedded Systems, Python, Machine Learning, PCB Design, Verilog",4.7,9.8,AI Based Fault Detection,1
Kiran Iyer,"Embedded Systems, Python, Machine Learning, MATLAB, Verilog",3.6,9.86,AI Based Fault Detection,1
Sai Yadav,"Embedded Systems, Python, Machine Learning, Signal Processing, IoT",2.1,9.05,Smart Home Automation,1
Vikram Reddy,"Embedded Systems, Python, Machine Learning, IoT, VLSI Design",2.3,8.78,Smart Home Automation,1
Rohan Kumar,"Embedded Systems, Python, Machine Learning, C Programming, PCB Design",2.3,9.33,AI Based Fault Detection,1
Aditya Reddy,"Embedded Systems, Python, Machine Learning, IoT, PCB Design",3.7,9.49,Signal Analyzer,1
Vikram Sharma,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",3.8,9.22,Robotics Arm,1
Kiran Singh,"Embedded Systems, Python, Machine Learning, VLSI Design, IoT",4.1,7.77,Smart Home Automation,1
Krishna Iyer,"Embedded Systems, Python, Machine Learning, C Programming, VLSI Design",2.8,9.69,IoT Weather Station,1
Sai Sharma,"Embedded Systems, Python, Machine Learning, VLSI Design, C Programming",4.8,9.33,Image Processing System,1
Rahul Gupta,"Embedded Systems, Python, Machine Learning, C Programming, IoT",3.5,9.5,Robotics Arm,1
Arjun Naidu,"Embedded Systems, Python, Machine Learning, VLSI Design, MATLAB",4.7,7.63,Image Processing System,1
Vikram Naidu,"Embedded Systems, Python, Machine Learning, Verilog, Signal Processing",4.8,9.71,Robotics Arm,1
Rahul Kumar,"Embedded Systems, Python, Machine Learning, Signal Processing, IoT",1.7,8.29,AI Based Fault Detection,1
Vikram Singh,"Embedded Systems, Python, Machine Learning, PCB Design, C Programming",2.6,8.99,Image Processing System,1
Aditya Gupta,"Embedded Systems, Python, Machine Learning, Signal Processing, PCB Design",4.7,8.08,Smart Home Automation,1
Rohan Patel,"Embedded Systems, Python, Machine Learning, C Programming, VLSI Design",4.2,8.27,Wireless Communication Model,1
Kiran Iyer,"Embedded Systems, Python, Machine Learning, Signal Processing, IoT",4.4,7.59,Robotics Arm,1
Aarav Iyer,"Embedded Systems, Python, Machine Learning, Verilog, PCB Design",1.1,8.36,FPGA Based Design,1
Kiran Kumar,"Embedded Systems, Python, Machine Learning, C Programming, IoT",3.8,8,AI Based Fault Detection,1
Aditya Verma,"Embedded Systems, Python, Machine Learning, C Programming, VLSI Design",1.4,8.17,Image Processing System,1
Rahul Verma,"Embedded Systems, Python, Machine Learning, MATLAB, VLSI Design",2.2,9.39,FPGA Based Design,1
Arjun Reddy,"Embedded Systems, Python, Machine Learning, Signal Processing, MATLAB",3.3,8.35,Image Processing System,1
Krishna Patel,"Embedded Systems, Python, Machine Learning, Verilog, Signal Processing",1,7.95,AI Based Fault Detection,1
Arjun Gupta,"Embedded Systems, Python, Machine Learning, IoT, C Programming",2.9,8.24,Wireless Communication Model,1
Rahul Gupta,"Embedded Systems, Python, Machine Learning, Verilog, VLSI Design",3.6,8.23,IoT Weather Station,1
Kiran Naidu,"Embedded Systems, Python, Machine Learning, PCB Design, Verilog",2.1,8.2,Smart Home Automation,1
Rohan Verma,"Embedded Systems, Python, Machine Learning, Signal Processing, MATLAB",3,8.74,IoT Weather Station,1
